Event1 Event2 Station CoefMax LagSample LagTime
17 91 10 0.824004698802214 0 0
17 91 3 0.791417768524057 -21 -0.21
17 92 10 0.716314305272388 -1 -0.01
18 19 4 0.729718551550248 0 0
18 19 3 0.848959613549684 4 0.04
18 20 6 0.716720100169258 1 0.01
18 20 3 0.745726238740954 -4 -0.04
18 21 3 0.763607243574554 12 0.12
18 22 3 0.866503332891016 8 0.08
18 23 3 0.917160049923394 0 0
18 24 3 0.939638948786812 3 0.03
18 25 3 0.933716508652497 0 0
18 26 3 0.837782598627672 3 0.03
18 27 3 0.916471820907742 2 0.02
18 28 3 0.837327960588561 -1 -0.01
18 29 4 0.718221657060849 -6 -0.06
18 29 3 0.790965851775469 3 0.03
18 31 3 0.835443385961506 6 0.06
18 41 3 0.739683659829458 14 0.14
18 42 4 0.736034621167809 -1 -0.01
18 42 3 0.780101306315213 -5 -0.05
18 43 3 0.9010703725787 2 0.02
18 44 10 0.743899289715995 1 0.01
18 44 4 0.718931934558768 -1 -0.01
18 44 3 0.870624395065355 0 0
18 45 3 0.722738921716567 -3 -0.03
18 46 3 0.718373115553388 4 0.04
18 47 10 0.741405192877295 5 0.05
18 49 7 0.705360435911969 -7 -0.07
18 65 3 0.827896412180985 2 0.02
18 70 3 0.721647627884976 7 0.07
18 79 3 0.775428281363468 5 0.05
18 81 3 0.764505848344154 6 0.06
18 86 3 0.941866547070908 1 0.01
18 90 5 0.710882961296062 -4 -0.04
18 91 3 0.725228146928645 7 0.07
18 92 3 0.872161403123784 2 0.02
18 92 5 0.737049656237375 -6 -0.06
19 20 4 0.78151381193142 0 0
19 20 3 0.873053550127129 -8 -0.08
19 21 3 0.757697627345481 8 0.08
19 22 4 0.70446689744754 1 0.01
19 22 3 0.837152323855599 -7 -0.07
19 23 3 0.852668173985353 -4 -0.04
19 24 3 0.902269096923525 -1 -0.01
19 25 3 0.865725104155492 -4 -0.04
19 26 3 0.886212782075121 -1 -0.01
19 27 4 0.830451716391896 -1 -0.01
19 27 3 0.904934187677289 -2 -0.02
19 28 3 0.869171291969192 -5 -0.05
19 29 3 0.702661164354535 -12 -0.12
19 31 3 0.845774567007948 2 0.02
19 41 3 0.785417339662937 -2 -0.02
19 42 4 0.847289745232468 -1 -0.01
19 42 3 0.884943238344667 -9 -0.09
19 43 4 0.730259862791408 1 0.01
19 43 3 0.785327341750802 -2 -0.02
19 44 4 0.791774105659037 -1 -0.01
19 44 3 0.718203357880583 -16 -0.16
19 44 1 0.76697850113876 7 0.07
19 45 4 0.74853819556123 0 0
19 45 3 0.712692358349784 -7 -0.07
19 46 4 0.708494644448363 1 0.01
19 46 3 0.781570950180245 -11 -0.11
19 48 6 0.73127020026771 -1 -0.01
19 48 4 0.796207253239359 1 0.01
19 49 4 0.926185168820792 0 0
19 65 3 0.891340886522766 -2 -0.02
19 70 3 0.749971224148454 -8 -0.08
19 81 6 0.811568387746996 0 0
19 86 3 0.76654601787239 -14 -0.14
19 90 3 0.776064666978444 -9 -0.09
19 91 3 0.836890026400237 -9 -0.09
19 92 10 0.740340361914799 0 0
19 92 3 0.741685048145472 -13 -0.13
20 22 10 0.780295652415983 -5 -0.05
20 22 4 0.778135894989808 0 0
20 22 3 0.877375666316993 1 0.01
20 22 1 0.774667628175647 9 0.09
20 23 3 0.76020149704682 5 0.05
20 24 3 0.857690654516277 7 0.07
20 25 3 0.789873295638194 5 0.05
20 26 10 0.738280837428477 17 0.17
20 26 3 0.891801352807761 7 0.07
20 27 4 0.909212941325905 -2 -0.02
20 27 3 0.897590936463717 6 0.06
20 28 3 0.888865444940676 3 0.03
20 28 1 0.731080334200247 -2 -0.02
20 31 3 0.745423830743216 -1 -0.01
20 31 1 0.938429526628575 4 0.04
20 41 6 0.83385957019605 -1 -0.01
20 41 3 0.881426152133795 6 0.06
20 41 1 0.953546009145944 3 0.03
20 42 10 0.798575732407086 0 0
20 42 4 0.849598902303259 -1 -0.01
20 42 3 0.974623716413848 -1 -0.01
20 42 1 0.946983858547759 3 0.03
20 43 6 0.892995562132719 -1 -0.01
20 43 4 0.814270909663432 0 0
20 43 3 0.827927649976233 7 0.07
20 43 1 0.938971832200918 3 0.03
20 44 4 0.814347787073107 -1 -0.01
20 44 1 0.834837748934155 4 0.04
20 45 4 0.845605484067297 0 0
20 45 3 0.903544366688939 2 0.02
20 45 1 0.939881855045796 6 0.06
20 46 3 0.762538264091553 -3 -0.03
20 46 1 0.719380884198462 1 0.01
20 47 1 0.779735850978242 8 0.08
20 48 4 0.815784790765578 1 0.01
20 48 1 0.834765192628725 3 0.03
20 49 4 0.736703444672011 -1 -0.01
20 65 3 0.831471854488389 7 0.07
20 65 1 0.845115660407029 -1 -0.01
20 70 6 0.815068631523648 -1 -0.01
20 70 3 0.799727693737754 0 0
20 70 1 0.802114176640363 1 0.01
20 80 1 0.73960252164993 8 0.08
20 81 3 0.773066707689594 11 0.11
20 81 1 0.80185347977415 14 0.14
20 86 6 0.748661403051666 -1 -0.01
20 86 3 0.744300833414425 -6 -0.06
20 86 1 0.791736751889838 7 0.07
20 90 3 0.787874393640329 -1 -0.01
20 90 1 0.855344006304596 -2 -0.02
20 91 10 0.766551165534818 -4 -0.04
20 91 3 0.950180210278787 0 0
20 92 6 0.763125479614856 -1 -0.01
20 92 3 0.728545459420706 -5 -0.05
21 23 3 0.707253830325009 -12 -0.12
21 24 3 0.761110348105192 -9 -0.09
21 25 3 0.722415192230081 -12 -0.12
21 26 4 0.737180824252637 21 0.21
21 26 3 0.749431577513206 -9 -0.09
21 27 3 0.735599381244905 -10 -0.1
21 28 4 0.779592694116564 23 0.23
21 28 3 0.704080903743516 -14 -0.14
21 29 4 0.804292250691951 -15 -0.15
21 31 3 0.743675857229889 -7 -0.07
21 44 3 0.717977796241181 -13 -0.13
21 70 3 0.709182533656304 -6 -0.06
21 79 4 0.80351291228711 -5 -0.05
21 92 4 0.769899473918015 3 0.03
22 23 3 0.792326871818559 -8 -0.08
22 24 3 0.839402599208264 -5 -0.05
22 25 6 0.797128521699052 4 0.04
22 25 3 0.791578637122863 -8 -0.08
22 26 6 0.751496132214884 4 0.04
22 26 10 0.732261195312202 21 0.21
22 26 3 0.753800737889432 6 0.06
22 27 6 0.945242887674602 0 0
22 27 3 0.798919505334753 5 0.05
22 27 4 0.906006948250049 -2 -0.02
22 28 3 0.771646757067202 2 0.02
22 29 6 0.748763632456171 3 0.03
22 29 3 0.879407590253659 -5 -0.05
22 31 3 0.797612839161775 -2 -0.02
22 31 5 0.744258795009154 1 0.01
22 41 4 0.783058364261727 -13 -0.13
22 41 3 0.889038492958314 6 0.06
22 42 6 0.809421290389419 0 0
22 42 10 0.795166510002857 5 0.05
22 42 4 0.741121881732815 -2 -0.02
22 42 3 0.828300329290228 -2 -0.02
22 43 3 0.807078457406846 -6 -0.06
22 44 4 0.783941393112428 -2 -0.02
22 44 3 0.849385600130101 -9 -0.09
22 45 4 0.806234990136545 -1 -0.01
22 45 3 0.747054079736646 -11 -0.11
22 46 6 0.773795064950446 -3 -0.03
22 46 4 0.737946927423947 -2 -0.02
22 46 3 0.803997217092521 -4 -0.04
22 47 1 0.794760512159761 0 0
22 48 10 0.74755840100052 3 0.03
22 48 4 0.725092366544184 1 0.01
22 49 10 0.768191824996848 4 0.04
22 49 4 0.725600843826415 -1 -0.01
22 65 3 0.787544669653167 6 0.06
22 70 3 0.785261543982903 -1 -0.01
22 79 3 0.801467963844675 -4 -0.04
22 81 3 0.715962007052198 -3 -0.03
22 86 3 0.896911742180479 -7 -0.07
22 90 6 0.751102600246255 1 0.01
22 90 3 0.853590175556154 -1 -0.01
22 90 4 0.821165170448522 -3 -0.03
22 91 6 0.731052655118306 -4 -0.04
22 91 10 0.743787803526973 1 0.01
22 91 3 0.852936955600877 -1 -0.01
22 92 3 0.890183590273061 -6 -0.06
23 24 6 0.890888297318267 0 0
23 24 4 0.779224873081619 1 0.01
23 24 3 0.89718989097875 3 0.03
23 25 6 0.855480883431561 1 0.01
23 25 3 0.979815702951193 0 0
23 26 6 0.885416141724146 2 0.02
23 26 4 0.718226750948428 18 0.18
23 26 3 0.846963584219041 2 0.02
23 27 3 0.930794576462595 1 0.01
23 28 3 0.76097271733962 -2 -0.02
23 29 3 0.755317849127889 3 0.03
23 31 3 0.827905960164667 5 0.05
23 41 6 0.715322486326634 1 0.01
23 42 3 0.758321580842258 -6 -0.06
23 43 3 0.871341995439318 2 0.02
23 44 3 0.776489642956439 -1 -0.01
23 46 6 0.715630679332466 8 0.08
23 46 3 0.725507128165306 4 0.04
23 49 6 0.851394297152423 3 0.03
23 65 3 0.886272333643399 2 0.02
23 70 6 0.806266946878174 1 0.01
23 79 3 0.745811395115859 4 0.04
23 80 3 0.71731479335508 16 0.16
23 86 6 0.786083334637999 0 0
23 86 3 0.882771155167665 1 0.01
23 90 6 0.835781680984718 -1 -0.01
23 91 10 0.708011905475137 -12 -0.12
23 91 3 0.797027294977794 -5 -0.05
23 92 6 0.76955961870512 2 0.02
23 92 3 0.853465277634218 1 0.01
24 25 6 0.895134063419036 1 0.01
24 25 3 0.917748109196532 -3 -0.03
24 26 6 0.928379901739092 1 0.01
24 26 4 0.708169714804747 -5 -0.05
24 26 3 0.90123768783811 0 0
24 27 3 0.951810973842474 -1 -0.01
24 28 3 0.900621374296174 -4 -0.04
24 29 3 0.803327785611969 0 0
24 31 3 0.818074149775717 3 0.03
24 41 3 0.770047288457944 -1 -0.01
24 42 3 0.864203638573317 -8 -0.08
24 43 3 0.90373741915284 -1 -0.01
24 44 3 0.824166994411339 -3 -0.03
24 45 3 0.802677151346003 -6 -0.06
24 46 3 0.723572969642131 2 0.02
24 49 6 0.84907873504896 2 0.02
24 65 3 0.911567781878884 -1 -0.01
